name,description,image,perfumeHouse,notes,product_url
Witches’ Currant Cake,Red currant and rosewater gooseberry cake with a sugar-dusted gingerbread crumble topping.,https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/WITCHES-CURRANT-CAKE-DUSK-IN-AUTUMN-2023-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""cake - gooseberry"", ""halloween 2023"", ""currant - red"", ""red currant"", ""dusk in autumn 2023"", ""gingerbread"", ""sugar"", ""rosewater""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/dusk-in-autumn/witches-currant-cake-perfume-oil/
Berzerker,"Thick furs, strips of leather, and a blood-stained axe with crushed poplar bud and juniper.",https://blackphoenixalchemylab.com/wp-content/uploads/2019/10/bpal-rpg-berzerker-NB-600x471.jpg,Black Phoenix Alchemy Lab,"[""rpg"", ""blood"", ""juniper"", ""artist - julie dillon"", ""poplar"", ""leather""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rpg-series/classes/berzerker-perfume-oil/
Our Lady of Pain,Cold eyelids that hide like a jewel,https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/Our-Lady-of-Pain-LADY-OF-PAIN-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""opium tar"", ""patchouli - sumatran"", ""musk - blood"", ""lavender - white"", ""orchid - black""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/our-lady-of-pain-2024/our-lady-of-pain-perfume-oil/
Snow Moon: Coconut and Icicles,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/03/coconut-and-icicles-SNOW-MOON-LUNACY-DUETS-2024-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""little lunacy"", ""coconut"", ""icicle""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/snow-moon-coconut-and-icicles-perfume-oil/
Bringer of Evil,"In one case a blue butterfly was seen to flutter over a certain farm, and as affairs there had not been going at all well, it was looked upon with dread and suspicion as the bringer of evil. For three weeks the insect hovered about and during that period ‘no butter came.’ Then the farmer decided to take steps to break the enchantment. Armed with a wet towel he sallied forth to chase the alleged familiar and, cleverly flapping his cloth, he brought down the butterfly at a swoop. Precisely at that moment a woman, who was suspected of being a witch, was found lying dead outside the door of her house close by, and after the double event there was no further trouble with the churning.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/Human-Animals-BRINGER-OF-EVIL-web-600x473.jpg,Black Phoenix Alchemy Lab,"[""blue butterfly"", ""human animal 2023"", ""mimosa"", ""orris butter"", ""poppy leaf"", ""violet grapefruit"", ""halloween 2023"", ""cerulean musk"", ""benzoin""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/human-animals/bringer-of-evil-perfume-oil/
Premonition,Henryk Weyssenhoff,https://blackphoenixalchemylab.com/wp-content/uploads/2023/03/premonition-december-2022-art-WEB-600x358.jpg,Black Phoenix Alchemy Lab,"[""march 2023"", ""snow-streaked soil"", ""lavender - blackened"", ""amber-gilded rose"", ""violet mist""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/closing-out-the-year-with-some-decemberish-art-bits/premonition-perfume-oil/
Beer from the Marsh Woman’s Brewery,"In the kitchen were frogs roasting on the spit, and dishes preparing of snail skins, with children’s fingers in them, salad of mushroom seed, hemlock, noses and marrow of mice, beer from the marsh woman’s brewery, and sparkling salt-petre wine from the grave cellars.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/Beer-from-the-Marsh-Womans-Brewery-600x467.jpg,Black Phoenix Alchemy Lab,"[""beer"", ""yew berry"", ""foxglove - purple"", ""hogweed""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/marchen/the-elfin-hill/beers-from-the-marsh-womans-brewery/
Alchemical Laboratory Home & Linen Spray,"And yet surely to alchemy this right is due, that it may be compared to the husbandman whereof Ã†sop makes the fable, that when he died he told his sons that he had left unto them gold buried under the ground in his vineyard: and they digged over the ground, gold they found none, but by reason of their stirring and digging the mould about the roots of their vines, they had a great vintage the year following: so assuredly the search and stir to make gold hath brought to light a great number of good and fruitful inventions and experiments, as well for the disclosing of nature as for the use of man’s life.— Sir Francis Bacon",https://blackphoenixalchemylab.com/wp-content/uploads/2019/06/Alchemical-Laboratory-600x757.jpg,Black Phoenix Alchemy Lab,"[""home & linen spray"", ""squirt"", ""benzoin"", ""daemonorop"", ""rose geranium"", ""opoponax"", ""frankincense""]",https://blackphoenixalchemylab.com/shop/home-linen/home-linen-spray/alchemical-laboratory-home-linen-spray/
Hamlet et les Fossoyeurs,Pascal Dagnan-Bouveret,https://blackphoenixalchemylab.com/wp-content/uploads/2024/04/hamlet-et-les-fossoyeurs-FOOLS-2024-WEB-600x718.jpg,Black Phoenix Alchemy Lab,"[""cypress"", ""sandalwood - white"", ""tonka fougere"", ""rose petal - dried"", ""tobacco absolute""]",https://blackphoenixalchemylab.com/shop/in-memoriam/surely-you-jest/hamlet-et-les-fossoyeurs-perfume-oil/
Hair Loosened and Soiled in Mid Orgies,"All shrines that were Vestal are flameless,",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/Hair-loosened-and-soiled-in-mid-orgies-LADY-OF-PAIN-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""ambrette seed"", ""musk - warm"", ""honey - white""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/our-lady-of-pain-2024/hair-loosened-and-soiled-in-mid-orgies-perfume-oil/
White Tea & Sage Hair Gloss,White Tea & Sage,https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/White-Tea-Hair-600x896.jpg,Black Phoenix Alchemy Lab,"[""hair gloss"", ""sage"", ""tea - white"", ""tea"", ""squirt"", ""white tea""]",https://blackphoenixalchemylab.com/shop/body-beauty/hair-gloss/white-tea-sage-hair-gloss/
Gelt,A bounty of chocolate coins! Dry cocoa and golden amber!,https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/GELT-2023-GC-Yule-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""chocolate"", ""amber - golden"", ""yule 2023"", ""amber"", ""golden amber"", ""november 2023"", ""cocoa - dry"", ""yule main 2023""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/gelt-perfume-oil/
Eat Me,"Soon her eye fell on a little glass box that was lying under the table: she opened it, and found in it a very small cake, on which the words ‘EAT ME’ were beautifully marked in currants.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/Eat-Me-600x467.jpg,Black Phoenix Alchemy Lab,"[""vanilla"", ""currant - black"", ""currant - red"", ""cake"", ""mad tea party""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/mad-tea-party/eat-me/
Good Ship Venus,The third mate’s name was MorganBy God he was a gorgonFrom half past eight he played till lateUpon the captain’s organ,https://blackphoenixalchemylab.com/wp-content/uploads/2021/02/good-ship-venus-fire-down-below-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""tonka bean"", ""mace"", ""patchouli - aged"", ""january 2021"", ""cardamom"", ""pepper - black""]",https://blackphoenixalchemylab.com/shop/limited-edition/fire-down-below/good-ship-venus-perfume-oil/
Lithe and Lascivious Regret,"Thou wert fair in the fearless old fashion,",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/lithe-and-lascivious-regret-LADY-OF-PAIN-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""blackberry hop"", ""raspberry gum"", ""purple chypre"", ""myrrh""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/our-lady-of-pain-2024/lithe-and-lascivious-regret-perfume-oil/
Angel With Flaming Sword,Edwin Howland Blashfield,https://blackphoenixalchemylab.com/wp-content/uploads/2023/03/ANGEL-WITH-FLAMING-SWORD-december-2022-art-WEB-600x1151.jpg,Black Phoenix Alchemy Lab,"[""march 2023"", ""peppercorn - red"", ""musk - honey"", ""mimosa absolute"", ""amber"", ""benzoin - siamese"", ""musk - red"", ""choya ral"", ""frankincense"", ""rose - black""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/closing-out-the-year-with-some-decemberish-art-bits/angel-with-flaming-sword-perfume-oil/
Blood Popsicle,The scent of frozen Type O negative.,https://blackphoenixalchemylab.com/wp-content/uploads/2014/06/Blood-Popsicle.jpg,Black Phoenix Alchemy Lab,"[""blood""]",https://blackphoenixalchemylab.com/shop/only-lovers-left-alive/story-points/blood-popsicle/
Mata Hari,"A renowned exotic dancer and courtesan, possessed of aristocratic elegance, matchless charm, an iron will and a streak of fearlessness. The actual events of her life have met with much speculation, and to this day it is unclear whether or not she was truly a German spy. Despite shaky evidence of her guilt, she was tried for espionage by a closed court-martial and was executed by a French firing squad in 1917.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Mata-Hari-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""fig"", ""rose"", ""vanilla"", ""coffee bean"", ""mahogany"", ""jasmine""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/mata-har/
Nagging Dragon,"All I hear is blah blah blah: crimson musk, dragon’s blood smoke, wild plum, champagne grape, and dried pomegranate.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/08/nagging-dragon-DragonCon-2024-WEB-600x388.jpg,Black Phoenix Alchemy Lab,"[""musk"", ""dragon's blood smoke"", ""pomegranate - dried"", ""crimson musk"", ""grape - champagne"", ""musk - crimson"", ""plum - wild"", ""down 4sept24"", ""dragon n peach""]",https://blackphoenixalchemylab.com/shop/in-memoriam/virtualcon/virtualcon-atlanta-2024/nagging-dragon-perfume-oil/
The Stuff that Dreams are Made Of,John Anster Fitzgerald,https://blackphoenixalchemylab.com/wp-content/uploads/2024/08/the-stuff-that-dreams-are-made-of-august-art-2024-WEB-600x424.jpg,Black Phoenix Alchemy Lab,"[""coconut milk"", ""tuberose"", ""apricot rind"", ""almond blossom"", ""vanilla - gilded"", ""pomegranate brocade"", ""jasmine - wild"", ""poppy - crystalline""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/the-stuff-that-dreams-are-made-of-perfume-oil/
Mag Mell,"The Plane of Joy, eternal reward for a lifetime of valor and glory. A place of eternal youth and beauty, strength and honor, music and revelry.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/mag-mell-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""revelry"", ""valor"", ""beauty"", ""strength"", ""joy"", ""warm"", ""glory"", ""honor"", ""eternal youth and beauty"", ""lush""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/wanderlust/mag-mell/
Halloween Cat,"The tail lashed furiously, contradicting the cheerfulness of its smile.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/halloween-cat-drew-23-WEB-600x751.jpg,Black Phoenix Alchemy Lab,"[""coconut husk"", ""mandarin - green"", ""amber - raw"", ""nightmare novellas 2023"", ""halloween 2023"", ""cacao"", ""fur - black""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/nightmare-novellas/halloween-cat-perfume-oil/
Blizzard,Snow:,https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/blizzard-Yule-GC-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""amber - grey"", ""sandalwood - white"", ""oud - white"", ""yule 2023"", ""november 2023"", ""yule main 2023"", ""vanilla ash"", ""ti leaf""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/blizzard-perfume-oil/
On Love,"When love beckons to you, follow him,Though his ways are hard and steep.And when his wings enfold you yield to him,Though the sword hidden among his pinions may wound you.And when he speaks to you believe in him,Though his voice may shatter your dreams as the north wind lays waste the garden.For even as love crowns you so shall he crucify you. Even as he is for your growth so is he for your pruning.",https://blackphoenixalchemylab.com/wp-content/uploads/2025/01/on-love-THE-PROPHET-series-2025-web-600x473.jpg,Black Phoenix Alchemy Lab,"[""little lunacy"", ""activism""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/the-prophet-2025-lunacy-fundraiser/on-love-perfume-oil/
The Peacock Queen,"In dramatic contrast to the soft innocence of Snow White and the dew-kissed freshness of her sister, Rose Red, this is a blood red, voluptuous rose, velvet-petaled, at the height of bloom. Haughty and imperious, vain, yet incomparably lovely to the eye, but thick with thorns of jealousy, pride and hatred.Illustrated by Franz Jüttner.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/peacock-queen-GC-Yule-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""yule 2023"", ""white and"", ""november 2023"", ""yule main 2023""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/the-peacock-queen-perfume-oil/
How Doth the Little Crocodile,"How doth the little crocodileImprove his shining tail,And pour the waters of the NileOn every golden scale!",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/HOW-DOTH-THE-LITTLE-CROCODILE-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""peppermint"", ""chocolate"", ""pistachio"", ""vanilla"", ""golden scale""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/mad-tea-party/how-doth-the-little-crocodile/
The Poinsettia Gown,"A perfume simply inspired by a vintage Christmas postcard. Rose cream, jasmine cream, mallow, vanilla foam, and sweet amber.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/THE-POINSETTIA-GOWN-GC-Yule-web-600x473.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""rose cream"", ""mallow"", ""yule 2023"", ""amber"", ""vanilla"", ""vanilla foam"", ""jasmine cream"", ""november 2023"", ""yule main 2023""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/the-poinsettia-gown-perfume-oil-3/
Waltzing Matilda,"Up sprang the swagman and jumped into the waterhole,Drowning himself by the Coolibah tree;And his voice can be heard as it sings in the billabongs,“Who’ll come a-waltzing Matilda with me.”",https://blackphoenixalchemylab.com/wp-content/uploads/2020/01/sunburnt-country-WEB-waltzing-matilda-1-600x473.jpg,Black Phoenix Alchemy Lab,"[""perfume oil""]",https://blackphoenixalchemylab.com/shop/activism/a-sunburnt-country/waltzing-matilda-perfume-oil/
Coconut Tree Single Note,“You think you just fell out of a coconut tree? You exist in the context of all in which you live and what came before you.”,https://blackphoenixalchemylab.com/wp-content/uploads/2024/07/COCONUT-TREE-SINGLE-NOTE-web-600x473.jpg,Black Phoenix Alchemy Lab,"[""coconut milk"", ""coconut husk"", ""coconut frond"", ""coconut"", ""coconut meat""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/coconut-tree-single-note-perfume-oil/
Sweets to the Sweet,"One sight did catch her attention however. Scrawled on the paving stones she was walking over—and all but erased by rain and the passage of feet—the same phrase she'd seen in the bedroom of number 14: “Sweets to the sweet.” The words were so benign; why did she seem to sense menace in them? Was it in their excess, perhaps, in the sheer overabundance of sugar upon sugar, honey upon honey?",https://blackphoenixalchemylab.com/wp-content/uploads/2014/01/Sweets-to-the-Sweet.png,Black Phoenix Alchemy Lab,"[""honey"", ""sugar"", ""honey absolute""]",https://blackphoenixalchemylab.com/shop/clive-barker/the-forbidden/sweets-sweet/
